Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
GARS1		7p14.3	HOMDEL	2	408	0.5%	No
PXK		3p14.3	HOMDEL	6	408	1.5%	No
FAM118A		22q13.31	AMP	1	408	0.2%	No
ADCY9		16p13.3	HOMDEL	10	408	2.5%	No
LAMB2		3p21.31	HOMDEL	7	408	1.7%	No
KLK10		19q13.41	AMP	8	408	2.0%	No
OR7A17		19p13.12	AMP	2	408	0.5%	No
SMC2		9q31.1	HOMDEL	5	408	1.2%	No
UNC13C		15q21.3	AMP	1	408	0.2%	No
TMEM187		Xq28	HOMDEL	4	408	1.0%	No
ERBB3		12q13.2	AMP	8	408	2.0%	Yes
LINC00433		13q31.2	AMP	8	408	2.0%	No
HDHD5		22q11.1	AMP	4	408	1.0%	No
FBXL9P		16q22.1	HOMDEL	2	408	0.5%	No
ACP1		2p25.3	AMP	13	408	3.2%	No
REDIC1		12q12	HOMDEL	2	408	0.5%	No
RNA5SP403		16p13.2	HOMDEL	2	408	0.5%	No
RHPN2		19q13.11	HOMDEL	2	408	0.5%	No
EVI5L		19p13.2	HOMDEL	1	408	0.2%	No
UNC13D		17q25.3	AMP	12	408	2.9%	No
IFIT1B		10q23.31	AMP	2	408	0.5%	No
RPAIN		17p13.2	AMP	2	408	0.5%	No
APLN		Xq26.1	AMP	2	408	0.5%	No
TNR		1q25.1	HOMDEL	1	408	0.2%	No
ACTG2		2p13.1	AMP	7	408	1.7%	No
LAMB3		1q32.2	HOMDEL	2	408	0.5%	No
RNA5SP250		7q36.1	HOMDEL	6	408	1.5%	No
RAD52		12p13.33	AMP	6	408	1.5%	Yes
GOLGA8S		15q11.2	HOMDEL	3	408	0.7%	No
ERBB4		2q34	AMP	5	408	1.2%	Yes
LNPK		2q31.1	AMP	3	408	0.7%	No
RNA5SP404		16p13.2	HOMDEL	2	408	0.5%	No
AATK		17q25.3	AMP	9	408	2.2%	No
SLC36A2		5q33.1	HOMDEL	1	408	0.2%	No
RNA5SP401		15q26.2	HOMDEL	3	408	0.7%	No
ADCY7		16q12.1	HOMDEL	1	408	0.2%	No
MFSD6L		17p13.1	HOMDEL	8	408	2.0%	No
HDHD3		9q32	AMP	1	408	0.2%	No
FRMD4A		10p13	HOMDEL	3	408	0.7%	No
C2ORF88		2q32.2	HOMDEL	2	408	0.5%	No
ACTG1		17q25.3	AMP	11	408	2.7%	Yes
MTMR1		Xq28	AMP	7	408	1.7%	No
RNU6ATAC23P		Xq27.1	AMP	4	408	1.0%	No
FRG2C		3p12.3	HOMDEL	8	408	2.0%	No
GOLGA8R		15q13.2	HOMDEL	6	408	1.5%	No
RAD51		15q15.1	AMP	2	408	0.5%	Yes
RN7SL394P		10q21.3	AMP	2	408	0.5%	No
RANBP1		22q11.21	HOMDEL	2	408	0.5%	No
EVL		14q32.2	HOMDEL	5	408	1.2%	No
TMEM184B		22q13.1	AMP	4	408	1.0%	No
AKR1C7P		10p15.1	HOMDEL	2	408	0.5%	No
DUBR		3q13.12	AMP	6	408	1.5%	No
CYP4F29P		21q11.2	AMP	7	408	1.7%	No
RNA5SP402		15q26.3	HOMDEL	3	408	0.7%	No
TMEM184A		7p22.3	AMP	15	408	3.7%	No
NAA10		Xq28	HOMDEL	4	408	1.0%	No
EPHX4		1p22.1	AMP	5	408	1.2%	No
LINC00434		13q21.2	AMP	3	408	0.7%	No
ZKSCAN8P1		6p22.1	AMP	11	408	2.7%	No
FRG2B		10q26.3	HOMDEL	13	408	3.2%	No
PABPC4L		4q28.3	AMP	2	408	0.5%	No
SLC36A1		5q33.1	HOMDEL	1	408	0.2%	No
HTR7		10q23.31	AMP	2	408	0.5%	No
GOLGA8Q		15q13.2	HOMDEL	6	408	1.5%	No
RAD50		5q31.1	AMP	3	408	0.7%	Yes
RANBP2		2q13	HOMDEL	1	408	0.2%	Yes
CRTAP		3p22.3	AMP	14	408	3.4%	No
EFCAB6		22q13.2-q13.31	HOMDEL	4	408	1.0%	No
TMEM177		2q14.2	HOMDEL	1	408	0.2%	No
FASTK		7q36.1	AMP	3	408	0.7%	No
GEN1		2p24.2	HOMDEL	1	408	0.2%	Yes
ATXN2L		16p11.2	AMP	14	408	3.4%	No
RNA5SP234		7q21.11	AMP	5	408	1.2%	No
PLD4		14q32.33	HOMDEL	8	408	2.0%	No
PPP2R5C		14q32.31	HOMDEL	6	408	1.5%	No
SYT16		14q23.2	HOMDEL	1	408	0.2%	No
ELMOD3		2p11.2	AMP	7	408	1.7%	No
BHLHE40		3p26.1	AMP	27	408	6.6%	No
ABCD4		14q24.3	HOMDEL	2	408	0.5%	No
SUPT16H		14q11.2	AMP	5	408	1.2%	No
RNA5SP259		8p21.1	HOMDEL	24	408	5.9%	No
RN7SL379P		Xq21.33	AMP	4	408	1.0%	No
IL4R		16p12.1	HOMDEL	2	408	0.5%	No
FECH		18q21.31	HOMDEL	7	408	1.7%	No
RELT		11q13.4	HOMDEL	1	408	0.2%	No
FRMD4B		3p14.1	HOMDEL	8	408	2.0%	No
TNN		1q25.1	HOMDEL	1	408	0.2%	No
SYT15		10q11.22	HOMDEL	4	408	1.0%	No
RN7SKP140		20p11.22	AMP	1	408	0.2%	No
RN7SL650P		14q11.2	HOMDEL	4	408	1.0%	No
GPCPD1		20p12.3	AMP	1	408	0.2%	No
TMEM167B		1p13.3	HOMDEL	1	408	0.2%	No
NR0B1		Xp21.2	HOMDEL	2	408	0.5%	No
CRELD1		3p25.3	AMP	37	408	9.1%	No
RNA5SP236		7q22.3	AMP	4	408	1.0%	No
ATRNL1		10q25.3	HOMDEL	11	408	2.7%	No
TIMM29		19p13.2	HOMDEL	1	408	0.2%	No
SNORD105B		19q13.2	AMP	4	408	1.0%	No
VASH1		14q24.3	AMP	5	408	1.2%	No
LINC00677		14q32.32	HOMDEL	7	408	1.7%	No
RTF1		15q15.1	AMP	1	408	0.2%	No
RNU6ATAC22P		22q13.2	AMP	1	408	0.2%	No
IGSF10		3q25.1	AMP	15	408	3.7%	No
NCKAP1		2q32.1	AMP	3	408	0.7%	No
PPP2R5E		14q23.2	HOMDEL	1	408	0.2%	No
RN7SL82P		15q13.2	HOMDEL	6	408	1.5%	No
SUGCT		7p14.1	HOMDEL	2	408	0.5%	No
OPN1SW		7q32.1	AMP	3	408	0.7%	No
PRDM15		21q22.3	HOMDEL	2	408	0.5%	No
NIPA1		15q11.2	HOMDEL	3	408	0.7%	No
MBOAT4		8p12	HOMDEL	21	408	5.1%	No
TMEM179		14q32.33	HOMDEL	8	408	2.0%	No
SYT14		1q32.2	HOMDEL	2	408	0.5%	No
VIP		6q25.2	HOMDEL	4	408	1.0%	No
H4C16		12p12.3	HOMDEL	2	408	0.5%	No
SYT13		11p11.2	HOMDEL	2	408	0.5%	No
SETBP1		18q12.3	AMP	5	408	1.2%	Yes
MYO7B		2q14.3	HOMDEL	1	408	0.2%	No
UAP1L1		9q34.3	AMP	3	408	0.7%	No
EFCAB5		17q11.2	HOMDEL	1	408	0.2%	No
VASH2		1q32.3	AMP	1	408	0.2%	No
RN7SL733P		10q23.2	AMP	4	408	1.0%	No
SORT1		1p13.3	AMP	4	408	1.0%	No
RNA5SP235		7q21.11	AMP	6	408	1.5%	No
PLD6		17p11.2	HOMDEL	10	408	2.5%	No
IGSF11		3q13.32	AMP	7	408	1.7%	No
RBM28		7q32.1	HOMDEL	3	408	0.7%	No
LRMDA		10q22.2-q22.3	HOMDEL	6	408	1.5%	No
RNA5SP258		8p21.2	HOMDEL	26	408	6.4%	No
RTF2		20q13.31	AMP	4	408	1.0%	No
KIT		4q12	AMP	8	408	2.0%	Yes
OR1E1		17p13.3	HOMDEL	7	408	1.7%	No
RN7SL325P		Xq26.3	HOMDEL	2	408	0.5%	No
PRDM16		1p36.32	HOMDEL	1	408	0.2%	Yes
CFAP77		9q34.13	AMP	1	408	0.2%	No
RNA5SP256		8p22	HOMDEL	31	408	7.6%	No
HEXD		17q25.3	AMP	10	408	2.5%	No
NHSL1		6q24.1	HOMDEL	2	408	0.5%	No
OR5AU1		14q11.2	AMP	6	408	1.5%	No
EFCAB9		5q35.1	HOMDEL	4	408	1.0%	No
DMTN		8p21.3	AMP	2	408	0.5%	No
ARF5		7q32.1	HOMDEL	3	408	0.7%	No
TP53I13		17q11.2	AMP	20	408	4.9%	No
SURF1		9q34.2	HOMDEL	2	408	0.5%	No
CTDSP2		12q14.1	AMP	6	408	1.5%	No
HMGCLL1		6p12.1	AMP	4	408	1.0%	No
NIT2		3q12.2	AMP	6	408	1.5%	No
LRRN4CL		11q12.3	HOMDEL	1	408	0.2%	No
TMEM174		5q13.2	HOMDEL	7	408	1.7%	No
RNA5SP238		7q31.1	AMP	4	408	1.0%	No
EXOC3-AS1		5p15.33	AMP	42	408	10.3%	No
TPTE2		13q12.11	AMP	6	408	1.5%	No
ZNF410		14q24.3	HOMDEL	2	408	0.5%	No
RNA5SP237		7q31.1	AMP	6	408	1.5%	No
DNAH1		3p21.1	HOMDEL	9	408	2.2%	No
MAP3K20		2q31.1	HOMDEL	1	408	0.2%	No
RN7SKP143		10q23.31	AMP	2	408	0.5%	No
SYT11		1q22	HOMDEL	1	408	0.2%	No
GRK3		22q12.1	HOMDEL	3	408	0.7%	No
LRP10		14q11.2	AMP	9	408	2.2%	No
NIPA2		15q11.2	HOMDEL	3	408	0.7%	No
KMT5B		11q13.2	HOMDEL	1	408	0.2%	No
OR5D16		11q12.1	AMP	9	408	2.2%	No
ZNF569		19q13.12	AMP	19	408	4.7%	No
RNA5SP254		8p23.1	HOMDEL	31	408	7.6%	No
TMEM175		4p16.3	HOMDEL	4	408	1.0%	No
PLD2		17p13.2	HOMDEL	8	408	2.0%	No
NHSL3		1p35.1	HOMDEL	1	408	0.2%	No
GRK6		5q35.3	AMP	1	408	0.2%	No
PPP2R5A		1q32.3	HOMDEL	3	408	0.7%	No
GRK5		10q26.11	HOMDEL	9	408	2.2%	No
RN7SL340P		19q12	HOMDEL	1	408	0.2%	No
RNF20		9q31.1	HOMDEL	6	408	1.5%	No
RN7SL113P		2p11.2	AMP	7	408	1.7%	No
RN7SKP141		2q22.1	AMP	2	408	0.5%	No
PACSIN3		11p11.2	HOMDEL	1	408	0.2%	No
LONP1		19p13.2	AMP	2	408	0.5%	No
S100PBP		1p35.1	HOMDEL	1	408	0.2%	No
ELMOD1		11q22.3	AMP	4	408	1.0%	No
RN7SL423P		2q24.2	AMP	7	408	1.7%	No
H4C12		6p22.1	HOMDEL	1	408	0.2%	No
NHSL2		Xq13.1	HOMDEL	4	408	1.0%	No
BRIX1		5p13.2	AMP	33	408	8.1%	No
PPP5C		19q13.32	AMP	7	408	1.7%	No
ZNF568		19q13.12	AMP	15	408	3.7%	No
RNA5SP255		8p22	HOMDEL	30	408	7.4%	No
MBOAT2		2p25.1	HOMDEL	1	408	0.2%	No
GRK4		4p16.3	HOMDEL	3	408	0.7%	No
GRK7		3q23	AMP	11	408	2.7%	No
H4C13		6p22.1	HOMDEL	1	408	0.2%	No
VIM		10p13	HOMDEL	4	408	1.0%	No
PACSIN2		22q13.2	HOMDEL	4	408	1.0%	No
NIT1		1q23.3	AMP	72	408	17.6%	No
OR5D18		11q12.1	AMP	9	408	2.2%	No
RN7SL67P		12p12.3	HOMDEL	1	408	0.2%	No
RNA5SP239		7q31.2	AMP	7	408	1.7%	No
RN7SKP142		16q12.1	AMP	1	408	0.2%	No
SURF2		9q34.2	HOMDEL	2	408	0.5%	No
PRELID1P1		6q22.32	AMP	2	408	0.5%	No
NCKAP5		2q21.2	AMP	6	408	1.5%	No
ELMOD2		4q31.1	AMP	3	408	0.7%	No
DNAH2		17p13.1	HOMDEL	10	408	2.5%	No
RN7SL689P		5q23.2	AMP	1	408	0.2%	No
OPHN1		Xq12	HOMDEL	6	408	1.5%	No
TRA2A		7p15.3	AMP	9	408	2.2%	No
PRDM10		11q24.3	HOMDEL	3	408	0.7%	No
COX7B2		4p12	AMP	3	408	0.7%	No
KIZ		20p11.23	AMP	1	408	0.2%	No
RASL12		15q22.31	HOMDEL	1	408	0.2%	No
SACM1L		3p21.31	HOMDEL	2	408	0.5%	No
LONP2		16q12.1	AMP	6	408	1.5%	No
ARF1		1q42.13	HOMDEL	1	408	0.2%	No
LARS1		5q32	HOMDEL	1	408	0.2%	No
RAB33B		4q31.1	AMP	3	408	0.7%	No
NT5DC1		6q22.1	AMP	1	408	0.2%	No
ZNF567		19q13.12	AMP	14	408	3.4%	No
DNAH5		5p15.2	HOMDEL	1	408	0.2%	No
PRR18		6q27	HOMDEL	8	408	2.0%	No
MAPKAP1		9q33.3	AMP	1	408	0.2%	Yes
REV3L		6q21	AMP	2	408	0.5%	Yes
RN7SKP146		18p11.32	AMP	18	408	4.4%	No
ERICH2		2q31.1	HOMDEL	1	408	0.2%	No
DYNAP		18q21.2	HOMDEL	5	408	1.2%	No
MKLN1		7q32.3	AMP	3	408	0.7%	No
PACSIN1		6p21.31	HOMDEL	1	408	0.2%	No
BET1		7q21.3	AMP	5	408	1.2%	No
CEP131		17q25.3	AMP	9	408	2.2%	No
PRDM11		11p11.2	HOMDEL	2	408	0.5%	No
LARS2		3p21.31	HOMDEL	2	408	0.5%	No
MGMT		10q26.3	HOMDEL	11	408	2.7%	No
STRIP1		1p13.3	AMP	5	408	1.2%	No
ZNF566		19q13.12	AMP	11	408	2.7%	No
OR9A2		7q34	AMP	2	408	0.5%	No
RAB33A		Xq26.1	AMP	2	408	0.5%	No
TPO		2p25.3	AMP	13	408	3.2%	No
RN7SKP147		21q21.1	AMP	6	408	1.5%	No
AKAP12		6q25.1	HOMDEL	4	408	1.0%	No
TMEM171		5q13.2	HOMDEL	7	408	1.7%	No
H4C11		6p22.1	HOMDEL	1	408	0.2%	No
RN7SL408P		6q23.2	AMP	6	408	1.5%	No
ERICH3		1p31.1	HOMDEL	1	408	0.2%	No
DNAH7		2q32.3	HOMDEL	2	408	0.5%	No
AKAP10		17p11.2	HOMDEL	8	408	2.0%	No
RN7SKP144		3p26.3	AMP	23	408	5.6%	No
ZNF260		19q13.12	HOMDEL	1	408	0.2%	No
BROX		1q41	HOMDEL	2	408	0.5%	No
TP53I11		11p11.2	AMP	4	408	1.0%	No
SPMAP1		17q12	AMP	11	408	2.7%	No
GSS		20q11.22	AMP	13	408	3.2%	No
LRP11		6q25.1	AMP	1	408	0.2%	No
TAAR5		6q23.2	HOMDEL	3	408	0.7%	No
ZNF565		19q13.12	AMP	12	408	2.9%	No
SDR16C5		8q12.1	HOMDEL	2	408	0.5%	No
DSEL		18q22.1	HOMDEL	8	408	2.0%	No
PRR16		5q23.1	HOMDEL	6	408	1.5%	No
ARF3		12q13.12	HOMDEL	1	408	0.2%	No
TRA2B		3q27.2	AMP	18	408	4.4%	No
TPR		1q31.1	AMP	15	408	3.7%	Yes
LRP12		8q22.3	AMP	41	408	10.0%	No
EVC		4p16.2	HOMDEL	3	408	0.7%	No
UBLCP1		5q33.3	HOMDEL	3	408	0.7%	No
FAN1		15q13.3	AMP	1	408	0.2%	No
GSR		8p12	AMP	1	408	0.2%	No
TNF		6p21.33	HOMDEL	2	408	0.5%	No
DNAH6		2p11.2	HOMDEL	1	408	0.2%	No
AKAP11		13q14.11	HOMDEL	18	408	4.4%	No
RN7SKP145		5q32	AMP	3	408	0.7%	No
CACNG2		22q12.3	HOMDEL	4	408	1.0%	No
STRIP2		7q32.1	AMP	4	408	1.0%	No
ILK		11p15.4	HOMDEL	4	408	1.0%	No
ARF4		3p14.3	HOMDEL	6	408	1.5%	No
GID4		17p11.2	HOMDEL	10	408	2.5%	Yes
TAAR6		6q23.2	HOMDEL	3	408	0.7%	No
CFAP70		10q22.2	AMP	7	408	1.7%	No
ZNF564		19p13.2	AMP	1	408	0.2%	No
PRR15		7p14.3	HOMDEL	2	408	0.5%	No
ZNF718		4p16.3	AMP	6	408	1.5%	No
MAST4		5q12.3	HOMDEL	12	408	2.9%	No
ZNF416		19q13.43	HOMDEL	1	408	0.2%	No
PALMD		1p21.2	AMP	2	408	0.5%	No
PHF24		9p13.3	AMP	6	408	1.5%	No
IDI2		10p15.3	AMP	22	408	5.4%	No
STOM		9q33.2	HOMDEL	3	408	0.7%	No
ATP2B3		Xq28	HOMDEL	4	408	1.0%	Yes
DHDH		19q13.33	AMP	6	408	1.5%	No
CFAP74		1p36.33	AMP	3	408	0.7%	No
NDUFV2		18p11.22	HOMDEL	1	408	0.2%	No
TADA3		3p25.3	AMP	37	408	9.1%	No
SPCS3		4q34.2	HOMDEL	13	408	3.2%	No
DRC12		11q23.3	HOMDEL	3	408	0.7%	No
GABBR1		6p22.1	AMP	8	408	2.0%	No
NT5DC4		2q14.1	AMP	4	408	1.0%	No
MYBL1		8q13.1	AMP	15	408	3.7%	Yes
TNIP3		4q27	HOMDEL	1	408	0.2%	No
TNC		9q33.1	HOMDEL	2	408	0.5%	No
VCX3B		Xp22.31	AMP	5	408	1.2%	No
HRCT1		9p13.3	AMP	9	408	2.2%	No
RNA5SP231		7q11.22	AMP	3	408	0.7%	No
ZNF563		19p13.2	AMP	1	408	0.2%	No
CNBD2		20q11.23	AMP	8	408	2.0%	No
CALM1		14q32.11	HOMDEL	4	408	1.0%	No
RNA5SP230		7p13	AMP	4	408	1.0%	No
IDI1		10p15.3	AMP	22	408	5.4%	No
ZNF417		19q13.43	HOMDEL	1	408	0.2%	No
ZNF717		3p12.3	AMP	3	408	0.7%	No
LINC00678		11p14.1	HOMDEL	3	408	0.7%	No
TIMM17B		Xp11.23	HOMDEL	2	408	0.5%	No
ZDHHC12		9q34.11	HOMDEL	2	408	0.5%	No
MAST3		19p13.11	HOMDEL	1	408	0.2%	No
ZNF263		16p13.3	HOMDEL	8	408	2.0%	No
VNN3P		6q23.2	HOMDEL	2	408	0.5%	No
TNIP2		4p16.3	HOMDEL	3	408	0.7%	No
NDUFV3		21q22.3	HOMDEL	3	408	0.7%	No
POU3F2		6q16.1	HOMDEL	6	408	1.5%	Yes
SRCAP		16p11.2	AMP	8	408	2.0%	No
C19ORF73		19q13.33	AMP	7	408	1.7%	No
CEP135		4q12	AMP	6	408	1.5%	No
PDE11A		2q31.2	HOMDEL	2	408	0.5%	No
TAAR1		6q23.2	HOMDEL	2	408	0.5%	No
TMEM167A		5q14.2	HOMDEL	5	408	1.2%	No
MYBL2		20q13.12	AMP	13	408	3.2%	No
ZNF562		19p13.2	AMP	6	408	1.5%	No
NT5DC3		12q23.3	AMP	5	408	1.2%	No
PRDM12		9q34.12	HOMDEL	3	408	0.7%	No
RN7SL718P		19q13.2	AMP	7	408	1.7%	No
ZNF418		19q13.43	HOMDEL	1	408	0.2%	No
ZNF716		7p11.2	AMP	11	408	2.7%	No
PDX1		13q12.2	AMP	7	408	1.7%	No
GABBR2		9q22.33	AMP	1	408	0.2%	No
ABCD2		12q12	HOMDEL	1	408	0.2%	No
IL3RA		Xp22.3 and Yp13.3	HOMDEL	7	408	1.7%	No
TLDC2		20q11.23	AMP	7	408	1.7%	No
IQSEC2		Xp11.22	HOMDEL	3	408	0.7%	No
RNA5SP233		7q11.23	AMP	4	408	1.0%	No
ATRIP		3p21.31	HOMDEL	6	408	1.5%	Yes
RN7SKP148		5q35.2	AMP	2	408	0.5%	No
TAAR2		6q23.2	HOMDEL	3	408	0.7%	No
NRN1L		16q22.1	HOMDEL	2	408	0.5%	No
ZNF561		19p13.2	AMP	6	408	1.5%	No
OR9A4		7q34	AMP	2	408	0.5%	No
ABCD1		Xq28	HOMDEL	4	408	1.0%	No
CFAP73		12q24.13	AMP	7	408	1.7%	No
ERICH1		8p23.3	HOMDEL	32	408	7.8%	No
ESPN		1p36.31	AMP	2	408	0.5%	No
VWC2L		2q34-q35	AMP	2	408	0.5%	No
IQSEC3		12p13.33	HOMDEL	1	408	0.2%	No
SEC23A		14q21.1	HOMDEL	7	408	1.7%	No
PRDM13		6q16.2	HOMDEL	6	408	1.5%	No
NT5DC2		3p21.1	AMP	4	408	1.0%	No
CYB561A3		11q12.2	AMP	5	408	1.2%	No
MBP		18q23	HOMDEL	12	408	2.9%	No
TIMM17A		1q32.1	HOMDEL	5	408	1.2%	No
IGBP1		Xq13.1	HOMDEL	5	408	1.2%	No
ZNHIT1		7q22.1	AMP	7	408	1.7%	No
RNA5SP232		7q11.22	AMP	4	408	1.0%	No
DNAH9		17p12	HOMDEL	11	408	2.7%	No
E4F1		16p13.3	HOMDEL	6	408	1.5%	No
RN7SKP149		Xq27.3	AMP	5	408	1.2%	No
PHF23		17p13.1	AMP	1	408	0.2%	No
HACE1		6q16.3	HOMDEL	7	408	1.7%	No
CHRM4		11p11.2	HOMDEL	2	408	0.5%	No
RIC1		9p24.1	HOMDEL	16	408	3.9%	No
ZDHHC15		Xq13.3	HOMDEL	3	408	0.7%	No
XDH		2p23.1	HOMDEL	1	408	0.2%	No
RAX2		19p13.3	AMP	2	408	0.5%	No
SLC19A3		2q36.3	HOMDEL	13	408	3.2%	No
LCN9		9q34.3	AMP	1	408	0.2%	No
ZNF721		4p16.3	AMP	6	408	1.5%	No
MIIP		1p36.22	AMP	4	408	1.0%	No
GOLGA8B		15q14	HOMDEL	3	408	0.7%	No
SPTAN1		9q34.11	HOMDEL	4	408	1.0%	No
MATCAP1		16q22.1	AMP	7	408	1.7%	No
H2BC7		6p22.2	AMP	13	408	3.2%	No
TBL3		16p13.3	HOMDEL	6	408	1.5%	No
UQCR10		22q12.2	AMP	16	408	3.9%	No
MPST		22q12.3	HOMDEL	3	408	0.7%	No
LINC00443		13q33.3	AMP	12	408	2.9%	No
WDR59		16q23.1	AMP	11	408	2.7%	No
RN7SL775P		17p11.2	HOMDEL	11	408	2.7%	No
CMIP		16q23.2-q23.3	HOMDEL	2	408	0.5%	No
LCN8		9q34.3	AMP	5	408	1.2%	No
ATP13A5		3q29	AMP	15	408	3.7%	No
IKBKE-AS1		1q32.1	HOMDEL	2	408	0.5%	No
NMUR2		5q33.1	AMP	1	408	0.2%	No
GOLGA8A		15q14	HOMDEL	3	408	0.7%	No
CNTLN		9p22.2	HOMDEL	18	408	4.4%	No
DCLK1		13q13.3	HOMDEL	12	408	2.9%	No
OXA1L		14q11.2	AMP	9	408	2.2%	No
LILRB2		19q13.4	AMP	13	408	3.2%	No
RN7SL254P		4q31.23	AMP	6	408	1.5%	No
EQTN		9p21.2	HOMDEL	11	408	2.7%	No
SLAMF9		1q23.2	AMP	47	408	11.5%	No
WAPL		10q23.2	HOMDEL	5	408	1.2%	No
OR52N4		11p15.4	HOMDEL	4	408	1.0%	No
KIAA0040		1q25.1	AMP	22	408	5.4%	No
LINC00442		13q12.11	AMP	3	408	0.7%	No
PRSS29P		16p13.3	AMP	1	408	0.2%	No
UQCR11		19p13.3	AMP	2	408	0.5%	No
ZDHHC16		10q24.1	HOMDEL	5	408	1.2%	No
VCX3A		Xp22.31	AMP	5	408	1.2%	No
NUDCD2		5q34	HOMDEL	4	408	1.0%	No
CEP83		12q22	AMP	5	408	1.2%	No
TADA1		1q24.1	AMP	46	408	11.3%	No
PIBF1		13q21.33-q22.1	AMP	13	408	3.2%	No
RELL2		5q31.3	AMP	2	408	0.5%	No
IER3IP1		18q21.1	AMP	3	408	0.7%	No
PZP		12p13.31	AMP	6	408	1.5%	No
ZDHHC13		11p15.1	HOMDEL	4	408	1.0%	No
AARD		8q24.11	HOMDEL	1	408	0.2%	No
LINC00445		13q13.3	AMP	6	408	1.5%	No
TNIP1		5q33.1	HOMDEL	1	408	0.2%	No
NUP160		11p11.2	AMP	2	408	0.5%	No
H2BC8		6p22.2	AMP	13	408	3.2%	Yes
ATP13A3		3q29	AMP	16	408	3.9%	No
MAGI3		1p13.2	AMP	5	408	1.2%	No
MRPS9		2q12.1	AMP	3	408	0.7%	No
PAPOLB		7p22.1	AMP	13	408	3.2%	No
SLC19A1		21q22.3	HOMDEL	3	408	0.7%	No
GORAB		1q24.2	AMP	33	408	8.1%	No
ZDHHC14		6q25.3	HOMDEL	4	408	1.0%	No
OR52N5		11p15.4	HOMDEL	4	408	1.0%	No
OR5J2		11q12.1	AMP	9	408	2.2%	No
CRYZ		1p31.1	HOMDEL	1	408	0.2%	No
CHRM5		15q14	HOMDEL	3	408	0.7%	No
LINC00290		4q34.3	AMP	1	408	0.2%	No
LILRB1		19q13.42	AMP	15	408	3.7%	No
RELL1		4p14	AMP	2	408	0.5%	No
PHF20		20q11.22-q11.23	AMP	9	408	2.2%	No
NRAD1		13q14.11	AMP	4	408	1.0%	No
FCER2		19p13.2	AMP	3	408	0.7%	No
GPNMB		7p15.3	HOMDEL	2	408	0.5%	No
ALDH18A1		10q24.1	HOMDEL	5	408	1.2%	No
ATP13A4		3q29	AMP	15	408	3.7%	No
H2BC9		6p22.2	AMP	13	408	3.2%	No
FAM86B3P		8p23.1	HOMDEL	32	408	7.8%	No
TMEM183A		1q32.1	AMP	3	408	0.7%	No
MIMT1		19q13.43	AMP	16	408	3.9%	No
PAPOLA		14q32.2	AMP	2	408	0.5%	No
CIDEA		18p11.21	AMP	16	408	3.9%	No
EIF1AX		Xp22.12	HOMDEL	3	408	0.7%	Yes
LILRB5		19q13.42	AMP	13	408	3.2%	No
SLAMF6		1q23.2-q23.3	AMP	53	408	13.0%	No
RPL7A		9q34.2	HOMDEL	2	408	0.5%	No
ZPLD1		3q12.3	AMP	7	408	1.7%	No
STEAP2		7q21.13	AMP	6	408	1.5%	No
ATP13A1		19p13.11	AMP	3	408	0.7%	No
FOXJ3		1p34.2	AMP	21	408	5.1%	No
SNORD58B		18q21.1	AMP	3	408	0.7%	No
STRN4		19q13.32	AMP	5	408	1.2%	No
CEP85		1p36.11	AMP	3	408	0.7%	No
CSTL1		20p11.21	AMP	2	408	0.5%	No
SPMAP2		19p13.3	AMP	1	408	0.2%	No
LRPPRC		2p21	AMP	4	408	1.0%	No
C1GALT1		7p22.1-p21.3	HOMDEL	2	408	0.5%	No
RN7SL155P		19p13.11	HOMDEL	1	408	0.2%	No
HAVCR1		5q33.3	AMP	1	408	0.2%	No
FOXJ2		12p13.31	AMP	6	408	1.5%	No
MARK3		14q32.32-q32.33	AMP	3	408	0.7%	No
LINC00446		13q22.3	AMP	11	408	2.7%	No
RN7SL239P		11q13.4	AMP	11	408	2.7%	No
ZDHHC19		3q29	HOMDEL	1	408	0.2%	No
SNORD58A		18q21.1	AMP	3	408	0.7%	No
STEAP1		7q21.13	AMP	6	408	1.5%	No
STRN3		14q12	AMP	2	408	0.5%	No
HEY2		6q22.31	AMP	3	408	0.7%	No
MIR210HG		11p15.5	HOMDEL	7	408	1.7%	No
RIC3		11p15.4	HOMDEL	4	408	1.0%	No
ATP13A2		1p36.13	AMP	4	408	1.0%	No
LEAP2		5q31.1	HOMDEL	3	408	0.7%	No
PPME1		11q13.4	HOMDEL	1	408	0.2%	No
WDR54		2p13.1	AMP	6	408	1.5%	No
TAAR8		6q23.2	HOMDEL	3	408	0.7%	No
FOXJ1		17q25.1	AMP	12	408	2.9%	No
SERPINC1		1q25.1	AMP	26	408	6.4%	No
HEY1		8q21.13	AMP	20	408	4.9%	Yes
SOX30		5q33.3	HOMDEL	3	408	0.7%	No
RIDA		8q22.2	AMP	44	408	10.8%	No
PMEPA1		20q13.31	AMP	4	408	1.0%	No
OR52N1		11p15.4	HOMDEL	4	408	1.0%	No
MARK1		1q41	AMP	3	408	0.7%	No
PRSS44P		3p21.31	AMP	5	408	1.2%	No
BTAF1		10q23.32	AMP	2	408	0.5%	No
SNORD58C		18q21.1	AMP	3	408	0.7%	No
LILRB3		19q13.42	AMP	13	408	3.2%	No
PDGFRA		4q12	AMP	7	408	1.7%	Yes
BLZF1		1q24.2	AMP	37	408	9.1%	No
